batch_id,plant,line,planned_qty,actual_qty,good_qty,rejected_qty,downtime_minutes,supplier_risk_score,machine_age_years,machine_criticality,shift,part_category,supplier_region,defect_risk_flag
BATCH_02058,Nashik,Line_C,707,611,603,8,28,0.15,6,Low,A,Transmission,South,0
BATCH_02059,Nashik,Line_C,1132,1086,1046,40,33,0.47,10,High,A,Brake,North,1
BATCH_02060,Chakan,Line_D,797,613,586,27,38,0.14,10,High,A,Brake,East,1
BATCH_02061,Chakan,Line_A,1136,931,907,24,41,0.57,4,High,C,Transmission,West,1
BATCH_02062,Bangalore,Line_D,921,720,681,39,36,0.36,6,Low,A,Engine,East,0
BATCH_02063,Chakan,Line_B,867,717,663,54,26,0.43,6,High,C,Electronics,South,1
BATCH_02064,Nashik,Line_D,783,704,678,26,47,0.29,10,Medium,B,Transmission,East,0
BATCH_02065,Nashik,Line_B,1238,1096,1069,27,33,0.17,4,Medium,C,Transmission,South,0
BATCH_02066,Chakan,Line_B,716,559,551,8,28,0.22,4,Low,A,Transmission,North,0
BATCH_02067,Chakan,Line_B,983,843,819,24,36,0.33,10,High,A,Engine,South,1
BATCH_02068,Nashik,Line_B,947,858,820,38,41,0.21,4,Medium,C,Brake,West,0
BATCH_02069,Chakan,Line_C,805,731,697,34,34,0.31,4,Medium,B,Brake,West,0
BATCH_02070,Nashik,Line_C,1198,952,897,55,40,0.43,7,Low,C,Axle,North,1
BATCH_02071,Chakan,Line_D,880,660,623,37,31,0.24,10,Medium,C,Electronics,East,1
BATCH_02072,Chakan,Line_B,1097,922,897,25,35,0.12,11,Medium,A,Transmission,West,0
BATCH_02073,Chakan,Line_A,730,721,711,10,35,0.33,8,Medium,A,Transmission,South,0
BATCH_02074,Chakan,Line_D,1206,1232,1173,59,30,0.55,7,High,C,Axle,West,0
BATCH_02075,Nashik,Line_B,902,667,617,50,31,0.47,4,Medium,C,Engine,West,1
BATCH_02076,Nashik,Line_C,733,614,585,29,31,0.43,1,High,A,Engine,North,1
BATCH_02077,Chakan,Line_B,927,883,860,23,43,0.17,8,Medium,B,Axle,South,0
BATCH_02078,Nashik,Line_D,946,823,792,31,28,0.49,2,Low,A,Transmission,East,0
BATCH_02079,Bangalore,Line_A,880,873,865,8,43,0.63,3,Medium,A,Axle,West,1
BATCH_02080,Nashik,Line_C,1245,1201,1143,58,35,0.26,6,Medium,B,Electronics,South,0
BATCH_02081,Chakan,Line_A,713,593,567,26,38,0.35,3,Medium,B,Transmission,West,0
BATCH_02082,Nashik,Line_B,1230,1051,1017,34,32,0.65,9,Low,C,Axle,West,1
BATCH_02083,Nashik,Line_B,1146,959,909,50,30,0.53,9,High,C,Electronics,East,1
BATCH_02084,Nashik,Line_D,829,706,665,41,44,0.6,6,Medium,B,Engine,South,1
BATCH_02085,Nashik,Line_C,1252,1275,1250,25,40,0.64,4,Low,C,Axle,West,1
BATCH_02086,Chakan,Line_D,723,557,543,14,38,0.24,7,High,B,Electronics,North,1
BATCH_02087,Bangalore,Line_A,1113,1050,1002,48,28,0.37,2,High,B,Transmission,South,1
BATCH_02088,Nashik,Line_B,998,964,930,34,38,0.39,11,Medium,B,Transmission,East,1
BATCH_02089,Nashik,Line_B,1177,1188,1148,40,28,0.15,4,Medium,A,Brake,North,0
BATCH_02090,Chakan,Line_C,846,647,618,29,37,0.37,2,High,B,Axle,South,1
BATCH_02091,Chakan,Line_B,750,553,526,27,42,0.18,4,Low,C,Axle,North,0
BATCH_02092,Chakan,Line_B,726,566,553,13,29,0.42,4,Medium,A,Transmission,West,0
BATCH_02093,Bangalore,Line_B,722,525,500,25,29,0.44,2,Low,B,Electronics,South,0
BATCH_02094,Bangalore,Line_A,1192,1003,947,56,32,0.36,6,High,B,Engine,North,1
BATCH_02095,Nashik,Line_C,1137,1116,1083,33,34,0.27,8,Medium,B,Electronics,West,0
BATCH_02096,Bangalore,Line_B,1120,879,826,53,35,0.29,5,High,B,Electronics,East,1
BATCH_02097,Chakan,Line_D,1049,856,819,37,40,0.62,11,Medium,A,Axle,West,1
BATCH_02098,Nashik,Line_B,995,895,876,19,33,0.48,10,Medium,A,Engine,South,1
BATCH_02099,Bangalore,Line_A,1202,966,933,33,50,0.2,6,High,A,Transmission,South,1
BATCH_02100,Nashik,Line_C,867,830,821,9,42,0.29,7,Low,A,Brake,South,0
BATCH_02101,Chakan,Line_A,1184,991,938,53,36,0.26,8,High,A,Electronics,East,1
BATCH_02102,Nashik,Line_C,864,645,613,32,37,0.13,1,Medium,C,Transmission,East,0
BATCH_02103,Chakan,Line_C,1121,865,832,33,39,0.36,10,Medium,B,Engine,South,0
BATCH_02104,Chakan,Line_D,1055,859,832,27,30,0.21,9,High,C,Axle,North,1
BATCH_02105,Chakan,Line_C,1194,1003,954,49,44,0.22,11,High,C,Axle,South,1
BATCH_02106,Bangalore,Line_B,1167,1126,1095,31,30,0.42,9,Low,C,Transmission,East,1
BATCH_02107,Bangalore,Line_B,783,760,729,31,39,0.41,7,High,C,Electronics,North,1
BATCH_02108,Bangalore,Line_C,817,661,623,38,35,0.1,2,Low,C,Electronics,South,0
BATCH_02109,Nashik,Line_B,1262,1173,1149,24,39,0.32,3,High,B,Axle,North,1
BATCH_02110,Chakan,Line_D,942,833,810,23,30,0.57,1,Medium,A,Axle,South,0
BATCH_02111,Nashik,Line_C,885,884,866,18,41,0.21,6,High,C,Brake,North,1
BATCH_02112,Nashik,Line_B,1222,1178,1143,35,26,0.46,5,Low,B,Brake,North,0
BATCH_02113,Chakan,Line_D,1112,944,905,39,35,0.23,6,High,C,Brake,North,1
BATCH_02114,Bangalore,Line_D,1122,1092,1005,87,34,0.05,1,Medium,C,Engine,North,0
BATCH_02115,Bangalore,Line_C,991,998,969,29,38,0.18,5,Medium,A,Brake,North,0
BATCH_02116,Chakan,Line_A,884,673,628,45,28,0.57,6,High,C,Electronics,East,1
BATCH_02117,Chakan,Line_D,1242,1293,1210,83,33,0.38,5,High,C,Electronics,South,1
BATCH_02118,Bangalore,Line_A,1215,976,920,56,34,0.17,7,Low,B,Electronics,South,0
BATCH_02119,Bangalore,Line_A,947,912,880,32,33,0.3,8,Low,C,Engine,North,1
BATCH_02120,Bangalore,Line_A,851,742,698,44,44,0.51,2,Medium,A,Electronics,South,0
BATCH_02121,Bangalore,Line_B,898,857,819,38,33,0.54,10,Low,C,Engine,South,1
BATCH_02122,Nashik,Line_C,806,731,693,38,22,0.16,4,High,C,Brake,East,1
BATCH_02123,Chakan,Line_B,1063,1075,1037,38,34,0.35,7,High,B,Engine,North,1
BATCH_02124,Bangalore,Line_A,880,922,873,49,40,0.35,10,Low,A,Electronics,West,1
BATCH_02125,Chakan,Line_B,1225,992,970,22,35,0.07,11,Medium,A,Transmission,West,0
BATCH_02126,Nashik,Line_C,1084,1032,1002,30,38,0.21,1,High,A,Transmission,West,0
BATCH_02127,Nashik,Line_C,955,740,719,21,34,0.17,3,Medium,A,Transmission,West,0
BATCH_02128,Bangalore,Line_B,927,708,683,25,43,0.62,2,Low,A,Transmission,East,0
BATCH_02129,Nashik,Line_D,771,737,693,44,39,0.46,10,Medium,C,Brake,South,0
BATCH_02130,Bangalore,Line_A,1089,1097,1084,13,36,0.4,10,Medium,B,Brake,South,0
BATCH_02131,Bangalore,Line_A,945,946,917,29,39,0.19,10,Medium,A,Electronics,North,0
BATCH_02132,Chakan,Line_B,763,655,641,14,41,0.56,2,High,A,Brake,West,1
BATCH_02133,Nashik,Line_A,1226,1100,1049,51,30,0.4,9,Low,A,Axle,East,0
BATCH_02134,Bangalore,Line_A,1243,1002,961,41,40,0.19,3,High,A,Transmission,West,1
BATCH_02135,Chakan,Line_C,925,874,845,29,31,0.36,11,Medium,A,Electronics,East,0
BATCH_02136,Chakan,Line_B,1225,1247,1195,52,28,0.62,9,Medium,A,Engine,North,1
BATCH_02137,Chakan,Line_A,939,857,827,30,33,0.25,11,Medium,C,Transmission,West,1
BATCH_02138,Chakan,Line_B,967,989,944,45,27,0.19,1,Medium,C,Electronics,West,0
BATCH_02139,Chakan,Line_A,963,859,849,10,41,0.49,8,Low,B,Brake,East,1
BATCH_02140,Nashik,Line_D,975,809,773,36,30,0.32,11,Medium,A,Transmission,South,1
BATCH_02141,Bangalore,Line_B,954,907,854,53,27,0.44,7,Medium,C,Transmission,North,1
BATCH_02142,Chakan,Line_D,1096,959,933,26,40,0.12,10,Low,B,Transmission,West,0
BATCH_02143,Chakan,Line_D,1295,951,922,29,21,0.16,6,High,B,Transmission,North,0
BATCH_02144,Bangalore,Line_B,1031,917,857,60,34,0.48,7,High,B,Electronics,South,1
BATCH_02145,Bangalore,Line_B,804,603,579,24,34,0.23,9,High,C,Axle,North,1
BATCH_02146,Nashik,Line_B,831,645,618,27,33,0.15,9,Low,A,Axle,North,0
BATCH_02147,Nashik,Line_D,1279,1119,1075,44,33,0.14,7,Low,B,Engine,West,0
BATCH_02148,Chakan,Line_A,1258,1092,1050,42,35,0.08,6,Medium,A,Brake,South,0
BATCH_02149,Bangalore,Line_C,1111,1065,1018,47,32,0.13,5,High,A,Electronics,East,0
BATCH_02150,Nashik,Line_A,761,653,625,28,28,0.42,11,High,C,Axle,South,1
BATCH_02151,Nashik,Line_C,829,633,606,27,38,0.33,10,High,B,Engine,West,1
BATCH_02152,Chakan,Line_C,966,962,932,30,38,0.61,6,Medium,C,Transmission,North,1
BATCH_02153,Bangalore,Line_B,762,658,636,22,37,0.35,5,Medium,A,Engine,East,0
BATCH_02154,Nashik,Line_D,1211,1038,999,39,34,0.13,5,Medium,A,Brake,South,0
BATCH_02155,Chakan,Line_C,912,834,777,57,34,0.46,10,Medium,C,Engine,North,1
BATCH_02156,Nashik,Line_B,1247,1004,982,22,35,0.23,6,High,B,Axle,North,1
BATCH_02157,Chakan,Line_C,1141,877,852,25,33,0.4,6,Low,A,Brake,South,1
BATCH_02158,Chakan,Line_A,844,635,605,30,45,0.49,8,Low,B,Axle,West,1
BATCH_02159,Bangalore,Line_D,1142,833,803,30,33,0.42,2,Medium,B,Brake,West,0
BATCH_02160,Nashik,Line_A,773,714,654,60,39,0.74,1,High,A,Electronics,East,1
BATCH_02161,Bangalore,Line_C,984,884,842,42,44,0.63,7,Medium,B,Engine,North,1
BATCH_02162,Chakan,Line_B,1198,867,853,14,32,0.34,10,High,B,Axle,West,1
BATCH_02163,Chakan,Line_C,1262,1147,1125,22,35,0.52,9,High,B,Axle,East,1
BATCH_02164,Nashik,Line_C,1173,1111,1056,55,29,0.26,5,High,A,Axle,South,1
BATCH_02165,Chakan,Line_B,778,642,616,26,32,0.29,5,Medium,A,Engine,North,0
BATCH_02166,Bangalore,Line_A,702,645,627,18,21,0.21,1,Medium,A,Engine,South,0
BATCH_02167,Bangalore,Line_B,1199,1170,1102,68,32,0.67,3,Low,C,Axle,West,1
BATCH_02168,Bangalore,Line_A,1056,848,839,9,40,0.47,6,Medium,A,Transmission,South,0
BATCH_02169,Bangalore,Line_A,1199,1098,1028,70,40,0.37,2,Medium,C,Engine,West,0
BATCH_02170,Bangalore,Line_A,886,886,826,60,33,0.13,10,High,C,Engine,East,1
BATCH_02171,Bangalore,Line_A,1292,1044,991,53,37,0.24,1,Medium,B,Engine,West,0
BATCH_02172,Nashik,Line_B,1143,943,914,29,36,0.38,8,Low,B,Electronics,North,0
BATCH_02173,Bangalore,Line_C,1040,1068,1006,62,44,0.17,1,High,C,Axle,North,1
BATCH_02174,Nashik,Line_B,884,839,829,10,35,0.14,5,High,B,Axle,East,0
BATCH_02175,Chakan,Line_C,1013,749,724,25,33,0.6,6,Low,C,Transmission,West,0
BATCH_02176,Chakan,Line_B,1235,892,857,35,33,0.15,3,High,C,Transmission,East,1
BATCH_02177,Chakan,Line_D,1150,901,852,49,36,0.4,9,High,C,Engine,North,1
BATCH_02178,Chakan,Line_C,761,607,577,30,28,0.13,10,Medium,C,Axle,North,0
BATCH_02179,Chakan,Line_D,705,739,706,33,43,0.11,7,Low,A,Brake,South,0
BATCH_02180,Chakan,Line_A,1108,812,776,36,39,0.52,10,Low,A,Engine,West,1
BATCH_02181,Chakan,Line_D,1267,1277,1246,31,42,0.38,10,High,A,Transmission,South,1
BATCH_02182,Chakan,Line_A,816,672,640,32,30,0.22,5,Medium,B,Electronics,South,0
BATCH_02183,Chakan,Line_C,865,778,768,10,35,0.36,7,Low,B,Transmission,South,0
BATCH_02184,Nashik,Line_C,943,911,898,13,33,0.43,4,Medium,B,Transmission,South,0
BATCH_02185,Bangalore,Line_C,1059,865,851,14,38,0.38,4,Medium,C,Brake,North,0
BATCH_02186,Chakan,Line_B,1134,816,789,27,33,0.08,10,Medium,B,Engine,South,0
BATCH_02187,Nashik,Line_A,933,836,807,29,31,0.15,10,Medium,B,Brake,North,0
BATCH_02188,Bangalore,Line_C,1291,1104,1089,15,28,0.02,2,Low,B,Transmission,North,0
BATCH_02189,Chakan,Line_B,1182,1208,1176,32,32,0.07,5,Medium,B,Brake,East,0
BATCH_02190,Nashik,Line_C,1075,804,768,36,41,0.2,4,Medium,A,Axle,South,0
BATCH_02191,Bangalore,Line_B,1263,928,866,62,31,0.55,2,Low,B,Electronics,North,0
BATCH_02192,Bangalore,Line_C,1202,1141,1129,12,42,0.21,8,Medium,A,Brake,East,0
BATCH_02193,Nashik,Line_C,1243,1039,1007,32,41,0.35,10,High,A,Engine,West,1
BATCH_02194,Chakan,Line_A,895,701,667,34,37,0.21,5,Low,B,Axle,South,0
BATCH_02195,Chakan,Line_C,703,594,566,28,41,0.35,1,Medium,A,Transmission,West,0
BATCH_02196,Chakan,Line_B,984,996,961,35,31,0.11,9,Medium,A,Electronics,West,0
BATCH_02197,Bangalore,Line_C,949,918,893,25,31,0.14,7,Low,B,Engine,West,0
BATCH_02198,Chakan,Line_A,745,555,543,12,32,0.13,8,High,A,Brake,North,1
BATCH_02199,Chakan,Line_A,1132,1065,1026,39,33,0.53,4,Low,A,Electronics,West,0
BATCH_02200,Chakan,Line_D,1116,930,884,46,30,0.17,4,High,A,Axle,South,0
BATCH_02201,Bangalore,Line_C,956,830,800,30,31,0.14,4,Medium,B,Brake,South,0
BATCH_02202,Chakan,Line_A,947,688,666,22,25,0.36,4,Low,B,Engine,North,0
BATCH_02203,Nashik,Line_C,947,813,764,49,26,0.1,7,High,C,Electronics,East,1
BATCH_02204,Nashik,Line_B,933,749,727,22,34,0.23,5,Low,B,Brake,North,0
BATCH_02205,Nashik,Line_C,1141,828,806,22,36,0.07,5,Medium,B,Brake,North,0
BATCH_02206,Nashik,Line_B,983,742,684,58,51,0.24,4,Medium,C,Electronics,South,0
BATCH_02207,Bangalore,Line_C,1085,991,959,32,45,0.43,4,Medium,B,Transmission,North,0
BATCH_02208,Chakan,Line_C,797,597,571,26,27,0.23,6,Medium,B,Brake,East,0
BATCH_02209,Bangalore,Line_A,1083,884,846,38,46,0.31,5,Medium,C,Electronics,East,1
BATCH_02210,Nashik,Line_B,805,644,633,11,39,0.07,9,High,A,Brake,West,1
BATCH_02211,Chakan,Line_A,1015,788,768,20,45,0.46,7,Medium,B,Axle,East,0
BATCH_02212,Bangalore,Line_B,1271,1093,1007,86,30,0.63,6,Low,C,Electronics,South,1
BATCH_02213,Bangalore,Line_A,1042,1019,964,55,31,0.32,5,High,C,Brake,West,1
BATCH_02214,Nashik,Line_B,1276,1326,1312,14,28,0.6,4,Medium,A,Brake,North,0
BATCH_02215,Bangalore,Line_D,751,694,674,20,32,0.33,4,Medium,A,Transmission,North,0
BATCH_02216,Nashik,Line_A,1239,916,873,43,44,0.14,6,Medium,A,Engine,North,0
BATCH_02217,Bangalore,Line_B,818,793,757,36,27,0.16,3,Low,A,Axle,West,0
BATCH_02218,Chakan,Line_B,1153,1008,935,73,32,0.57,4,High,C,Electronics,East,1
BATCH_02219,Nashik,Line_A,1178,943,889,54,40,0.52,5,Low,A,Engine,South,1
BATCH_02220,Chakan,Line_B,720,610,577,33,35,0.48,8,Low,A,Electronics,South,1
BATCH_02221,Chakan,Line_C,1289,1223,1184,39,40,0.24,8,Low,C,Engine,East,1
BATCH_02222,Chakan,Line_D,912,949,911,38,34,0.29,8,Low,A,Engine,North,0
BATCH_02223,Nashik,Line_D,1240,990,934,56,36,0.07,6,Low,A,Electronics,North,0
BATCH_02224,Nashik,Line_B,893,791,763,28,32,0.43,3,Low,B,Axle,South,0
BATCH_02225,Bangalore,Line_B,829,754,714,40,31,0.32,9,Medium,C,Engine,West,1
BATCH_02226,Chakan,Line_D,821,824,799,25,32,0.32,6,High,B,Transmission,West,0
BATCH_02227,Bangalore,Line_A,1100,1097,1056,41,31,0.24,3,Medium,B,Transmission,South,0
BATCH_02228,Bangalore,Line_B,1152,1023,968,55,36,0.26,6,High,C,Axle,South,1
BATCH_02229,Nashik,Line_B,1186,1124,1082,42,25,0.1,8,High,C,Transmission,North,1
BATCH_02230,Chakan,Line_D,1074,970,923,47,29,0.52,10,Medium,A,Electronics,East,1
BATCH_02231,Chakan,Line_D,1037,975,958,17,46,0.18,5,High,B,Axle,West,0
BATCH_02232,Nashik,Line_C,1297,1131,1116,15,37,0.27,10,Medium,B,Brake,East,0
BATCH_02233,Bangalore,Line_D,1016,925,883,42,30,0.37,1,Low,B,Axle,East,0
BATCH_02234,Chakan,Line_B,791,630,610,20,34,0.3,2,Medium,B,Transmission,South,0
BATCH_02235,Bangalore,Line_C,1001,790,766,24,41,0.53,8,High,A,Engine,North,1
BATCH_02236,Chakan,Line_C,1277,1149,1103,46,31,0.4,10,Low,C,Electronics,East,1
BATCH_02237,Chakan,Line_B,957,845,799,46,39,0.37,10,Low,C,Engine,East,1
BATCH_02238,Chakan,Line_D,706,578,553,25,29,0.38,5,Medium,A,Electronics,North,0
BATCH_02239,Chakan,Line_B,925,844,793,51,35,0.18,4,Medium,C,Electronics,West,0
BATCH_02240,Bangalore,Line_A,992,725,694,31,43,0.43,11,Low,A,Electronics,South,1
BATCH_02241,Chakan,Line_B,1224,1047,1000,47,26,0.43,7,Medium,A,Engine,North,0
BATCH_02242,Chakan,Line_B,803,655,638,17,29,0.29,11,High,A,Transmission,East,1
BATCH_02243,Bangalore,Line_A,1013,811,773,38,37,0.19,9,Low,A,Axle,South,0
BATCH_02244,Chakan,Line_B,777,619,586,33,44,0.24,5,High,C,Axle,East,1
BATCH_02245,Nashik,Line_B,838,616,593,23,31,0.06,6,Medium,A,Engine,West,0
BATCH_02246,Nashik,Line_B,1104,914,870,44,34,0.19,9,Low,B,Transmission,South,0
BATCH_02247,Nashik,Line_A,767,757,743,14,51,0.51,3,High,B,Transmission,East,1
BATCH_02248,Nashik,Line_A,1024,949,927,22,36,0.33,3,Medium,A,Transmission,East,0
BATCH_02249,Bangalore,Line_C,888,794,743,51,40,0.48,10,Medium,C,Electronics,East,1
BATCH_02250,Nashik,Line_D,1189,994,964,30,41,0.44,10,High,A,Engine,North,1
BATCH_02251,Chakan,Line_B,869,639,621,18,28,0.55,6,Medium,C,Brake,East,1
BATCH_02252,Chakan,Line_A,1238,1031,979,52,32,0.67,4,Medium,A,Transmission,North,1
BATCH_02253,Chakan,Line_B,1217,1021,962,59,41,0.06,10,High,C,Brake,North,1
BATCH_02254,Bangalore,Line_A,1133,904,855,49,46,0.04,11,High,B,Engine,North,1
BATCH_02255,Bangalore,Line_D,787,785,738,47,30,0.15,8,High,A,Electronics,West,1
BATCH_02256,Chakan,Line_B,1238,904,857,47,36,0.55,10,High,A,Electronics,South,1
BATCH_02257,Nashik,Line_B,926,764,737,27,44,0.37,4,Medium,C,Transmission,South,1
BATCH_02258,Chakan,Line_B,785,769,744,25,35,0.27,7,Medium,C,Transmission,North,0
BATCH_02259,Chakan,Line_C,839,779,767,12,41,0.04,5,High,B,Axle,South,0
BATCH_02260,Nashik,Line_D,1187,1040,1018,22,35,0.16,1,High,A,Electronics,East,0
BATCH_02261,Chakan,Line_C,989,984,915,69,36,0.69,8,Medium,C,Engine,West,0
BATCH_02262,Nashik,Line_B,1043,1011,963,48,31,0.18,7,High,A,Brake,South,1
BATCH_02263,Nashik,Line_B,1054,867,835,32,34,0.39,8,Medium,A,Transmission,East,0
BATCH_02264,Nashik,Line_A,1169,859,799,60,37,0.79,11,Medium,A,Engine,East,1
BATCH_02265,Nashik,Line_B,903,771,746,25,37,0.39,4,Low,A,Axle,South,0
BATCH_02266,Nashik,Line_D,831,706,692,14,42,0.19,11,Medium,A,Axle,North,0
BATCH_02267,Chakan,Line_D,1082,1107,1076,31,27,0.56,7,Medium,B,Brake,North,1
BATCH_02268,Chakan,Line_B,1247,1256,1181,75,32,0.27,9,Low,A,Electronics,South,0
BATCH_02269,Nashik,Line_C,1159,1196,1133,63,42,0.53,4,High,C,Axle,North,1
BATCH_02270,Bangalore,Line_A,1280,1071,1042,29,33,0.44,4,Medium,A,Transmission,South,0
BATCH_02271,Nashik,Line_A,804,787,752,35,34,0.16,2,Medium,A,Engine,South,0
BATCH_02272,Nashik,Line_A,770,567,535,32,36,0.22,7,Low,C,Engine,South,0
BATCH_02273,Chakan,Line_D,1008,1055,1035,20,29,0.38,10,Medium,A,Transmission,South,0
BATCH_02274,Bangalore,Line_A,930,854,806,48,40,0.14,9,Medium,C,Axle,East,0
BATCH_02275,Chakan,Line_B,1204,950,883,67,31,0.03,2,Medium,C,Electronics,South,0
BATCH_02276,Bangalore,Line_D,1096,887,852,35,30,0.27,6,High,A,Electronics,North,0
BATCH_02277,Nashik,Line_D,1017,1031,981,50,41,0.2,3,Medium,C,Transmission,South,0
BATCH_02278,Chakan,Line_C,1093,1028,984,44,43,0.36,1,Medium,B,Electronics,North,0
BATCH_02279,Bangalore,Line_D,1298,1020,985,35,29,0.21,8,Low,A,Electronics,North,0
BATCH_02280,Bangalore,Line_C,972,884,870,14,32,0.39,4,Medium,B,Brake,South,0
BATCH_02281,Nashik,Line_A,1168,1043,1007,36,42,0.34,3,Medium,C,Engine,South,0
BATCH_02282,Bangalore,Line_A,779,567,532,35,36,0.5,4,High,B,Engine,North,0
BATCH_02283,Bangalore,Line_A,974,969,932,37,45,0.27,9,Low,B,Engine,South,0
BATCH_02284,Chakan,Line_D,781,775,767,8,35,0.27,2,High,A,Transmission,East,0
BATCH_02285,Chakan,Line_C,1191,1029,983,46,39,0.16,3,Medium,B,Axle,East,0
BATCH_02286,Bangalore,Line_D,749,560,515,45,26,0.75,3,High,B,Electronics,North,1
BATCH_02287,Bangalore,Line_A,909,819,779,40,38,0.16,5,Medium,C,Transmission,West,0
BATCH_02288,Chakan,Line_C,1050,1086,1036,50,40,0.11,1,High,C,Electronics,South,1
BATCH_02289,Bangalore,Line_B,966,739,728,11,42,0.15,8,Medium,B,Brake,South,0
BATCH_02290,Bangalore,Line_B,976,994,952,42,40,0.31,5,High,C,Electronics,South,1
BATCH_02291,Bangalore,Line_C,1153,838,803,35,37,0.17,9,Low,A,Transmission,East,0
BATCH_02292,Nashik,Line_D,1048,864,837,27,31,0.39,9,Medium,A,Brake,East,0
BATCH_02293,Nashik,Line_D,1234,1229,1199,30,35,0.02,4,Medium,B,Axle,East,0
BATCH_02294,Nashik,Line_D,938,687,629,58,38,0.7,7,Medium,B,Brake,West,1
BATCH_02295,Nashik,Line_A,1170,1020,998,22,48,0.53,5,Low,C,Transmission,West,1
BATCH_02296,Bangalore,Line_B,929,709,662,47,25,0.26,7,Medium,B,Engine,North,0
BATCH_02297,Chakan,Line_A,794,609,582,27,32,0.32,7,High,A,Electronics,West,1
BATCH_02298,Nashik,Line_B,1003,969,928,41,39,0.34,3,Medium,C,Axle,North,0
BATCH_02299,Bangalore,Line_A,907,873,832,41,42,0.38,9,Low,A,Transmission,East,1
BATCH_02300,Bangalore,Line_A,956,759,727,32,39,0.35,1,Medium,A,Axle,West,0
BATCH_02301,Chakan,Line_D,845,638,590,48,39,0.7,2,Medium,A,Transmission,South,1
BATCH_02302,Chakan,Line_A,896,713,676,37,43,0.21,2,Medium,C,Transmission,North,0
BATCH_02303,Chakan,Line_D,752,699,663,36,38,0.6,5,High,A,Electronics,North,1
BATCH_02304,Chakan,Line_D,1245,1262,1207,55,35,0.13,2,Low,B,Axle,South,0
BATCH_02305,Bangalore,Line_C,1038,764,748,16,38,0.03,9,Medium,A,Transmission,South,0
BATCH_02306,Bangalore,Line_D,1085,966,923,43,43,0.3,3,Low,B,Brake,South,0
BATCH_02307,Nashik,Line_C,974,761,727,34,42,0.02,8,Medium,C,Brake,West,0
BATCH_02308,Bangalore,Line_B,963,695,656,39,31,0.28,4,High,A,Engine,East,1
BATCH_02309,Bangalore,Line_B,1012,1001,987,14,32,0.49,3,Medium,A,Transmission,East,0
BATCH_02310,Nashik,Line_D,1171,844,813,31,41,0.61,7,Low,B,Transmission,West,1
BATCH_02311,Nashik,Line_B,1215,1145,1084,61,37,0.45,7,High,C,Electronics,South,1
BATCH_02312,Chakan,Line_C,1218,961,920,41,36,0.35,5,Medium,B,Electronics,North,0
BATCH_02313,Chakan,Line_D,1179,910,891,19,31,0.54,8,Medium,B,Transmission,North,1
BATCH_02314,Chakan,Line_A,712,669,630,39,41,0.13,7,High,C,Engine,North,1
BATCH_02315,Chakan,Line_D,1280,1017,981,36,32,0.43,9,Medium,B,Axle,West,1
BATCH_02316,Chakan,Line_C,1008,772,745,27,43,0.11,3,Medium,A,Transmission,East,0
BATCH_02317,Bangalore,Line_C,1203,977,947,30,45,0.44,3,Medium,B,Electronics,North,0
BATCH_02318,Chakan,Line_B,1025,1000,969,31,36,0.46,5,High,B,Transmission,North,1
BATCH_02319,Bangalore,Line_D,1193,1191,1124,67,44,0.54,3,Medium,B,Engine,West,0
BATCH_02320,Chakan,Line_B,860,839,807,32,38,0.11,1,Low,A,Transmission,South,0
BATCH_02321,Nashik,Line_B,976,835,803,32,43,0.39,8,Medium,A,Brake,South,0
BATCH_02322,Chakan,Line_A,1182,1233,1218,15,33,0.43,7,Medium,B,Axle,South,0
BATCH_02323,Nashik,Line_C,786,618,592,26,31,0.01,8,High,B,Electronics,North,0
BATCH_02324,Nashik,Line_A,1259,991,971,20,32,0.49,8,Medium,A,Engine,North,1
BATCH_02325,Nashik,Line_C,1247,1016,969,47,43,0.4,10,Low,B,Electronics,North,1
BATCH_02326,Chakan,Line_B,928,788,751,37,38,0.34,6,Medium,B,Axle,North,0
BATCH_02327,Nashik,Line_D,1101,941,916,25,42,0.35,3,Medium,B,Brake,South,0
BATCH_02328,Chakan,Line_A,1257,1113,1058,55,35,0.39,9,Medium,B,Transmission,West,0
BATCH_02329,Nashik,Line_C,1246,1005,983,22,33,0.18,5,Medium,A,Axle,West,0
BATCH_02330,Chakan,Line_B,785,767,724,43,42,0.73,1,Medium,A,Axle,West,1
BATCH_02331,Chakan,Line_D,942,714,674,40,30,0.26,7,High,C,Brake,East,1
BATCH_02332,Bangalore,Line_C,1126,1055,993,62,26,0.18,3,Medium,A,Electronics,East,0
BATCH_02333,Chakan,Line_B,1193,1115,1092,23,44,0.39,2,Medium,B,Electronics,West,0
BATCH_02334,Chakan,Line_D,979,721,700,21,23,0.44,11,Medium,A,Axle,North,1
BATCH_02335,Bangalore,Line_C,1126,1157,1086,71,38,0.13,8,Medium,C,Transmission,East,0
BATCH_02336,Bangalore,Line_B,854,637,611,26,38,0.29,1,Low,A,Electronics,West,0
BATCH_02337,Chakan,Line_C,934,740,716,24,21,0.4,10,Medium,A,Brake,South,0
BATCH_02338,Nashik,Line_A,1241,1171,1123,48,35,0.18,9,Low,B,Axle,West,0
BATCH_02339,Nashik,Line_B,1069,861,825,36,31,0.25,7,Medium,C,Brake,East,0
BATCH_02340,Chakan,Line_D,1196,1159,1124,35,34,0.36,8,Medium,A,Axle,West,0
BATCH_02341,Chakan,Line_A,1193,1101,1018,83,50,0.81,1,High,A,Electronics,North,1
