batch_id,plant,line,planned_qty,actual_qty,good_qty,rejected_qty,downtime_minutes,supplier_risk_score,machine_age_years,machine_criticality,shift,part_category,supplier_region,defect_risk_flag,production_achievement_pct,rejection_rate,good_rate,downtime_per_1000_units,is_night_shift,is_high_criticality,supplier_risk_bucket
BATCH_01879,Chakan,Line_A,1225,1175,1123,52,38,0.1,10,High,A,Engine,West,1,0.9591836734693877,0.04425531914893617,0.9557446808510638,32.340425531914896,0,1,Low
BATCH_01880,Chakan,Line_D,1229,1000,954,46,37,0.65,5,Low,A,Electronics,East,1,0.8136696501220505,0.046,0.954,37.0,0,0,Medium
BATCH_01881,Bangalore,Line_A,755,643,612,31,35,0.52,6,Medium,B,Transmission,South,1,0.8516556291390729,0.04821150855365474,0.9517884914463453,54.43234836702955,0,0,Medium
BATCH_01882,Bangalore,Line_B,1222,1055,1019,36,34,0.11,2,Medium,B,Axle,East,0,0.8633387888707038,0.034123222748815164,0.9658767772511848,32.22748815165877,0,0,Low
BATCH_01883,Chakan,Line_C,1138,897,842,55,34,0.05,6,High,C,Electronics,North,1,0.7882249560632689,0.06131549609810479,0.9386845039018952,37.9041248606466,1,1,Low
BATCH_01884,Nashik,Line_B,713,535,508,27,37,0.32,2,Low,C,Brake,North,0,0.7503506311360448,0.05046728971962617,0.9495327102803738,69.1588785046729,1,0,Low
BATCH_01885,Bangalore,Line_D,1092,1037,970,67,26,0.52,11,High,C,Engine,South,1,0.9496336996336996,0.06460945033751206,0.9353905496624879,25.072324011571844,1,1,Medium
BATCH_01886,Nashik,Line_C,1071,1003,968,35,22,0.37,2,Medium,B,Brake,North,0,0.9365079365079365,0.03489531405782652,0.9651046859421735,21.934197407776672,0,0,Medium
BATCH_01887,Nashik,Line_A,740,694,663,31,33,0.34,10,Low,C,Brake,East,1,0.9378378378378378,0.0446685878962536,0.9553314121037464,47.55043227665706,1,0,Medium
BATCH_01888,Nashik,Line_B,1212,1178,1141,37,38,0.54,7,Medium,A,Electronics,North,1,0.971947194719472,0.031409168081494056,0.9685908319185059,32.25806451612903,0,0,Medium
BATCH_01889,Bangalore,Line_A,756,761,733,28,34,0.34,1,Low,A,Brake,East,0,1.0066137566137565,0.03679369250985545,0.9632063074901446,44.678055190538764,0,0,Medium
BATCH_01890,Nashik,Line_A,1150,975,913,62,33,0.28,9,Low,B,Engine,West,0,0.8478260869565217,0.06358974358974359,0.9364102564102564,33.84615384615385,0,0,Low
BATCH_01891,Chakan,Line_A,791,631,625,6,39,0.4,7,Low,A,Axle,West,0,0.797724399494311,0.009508716323296355,0.9904912836767037,61.806656101426306,0,0,Medium
BATCH_01892,Nashik,Line_B,1270,986,960,26,40,0.18,6,High,A,Electronics,East,1,0.7763779527559055,0.02636916835699797,0.973630831643002,40.56795131845842,0,1,Low
BATCH_01893,Nashik,Line_D,832,629,598,31,34,0.31,6,Low,C,Electronics,North,1,0.7560096153846154,0.0492845786963434,0.9507154213036566,54.054054054054056,1,0,Low
BATCH_01894,Chakan,Line_C,755,712,684,28,37,0.22,7,High,B,Brake,East,1,0.9430463576158941,0.03932584269662921,0.9606741573033708,51.96629213483146,0,1,Low
BATCH_01895,Chakan,Line_C,965,818,802,16,43,0.28,7,High,B,Engine,East,1,0.8476683937823835,0.019559902200488997,0.980440097799511,52.567237163814184,0,1,Low
BATCH_01896,Nashik,Line_B,993,1009,976,33,28,0.54,5,Medium,B,Transmission,East,0,1.0161127895266868,0.03270564915758176,0.9672943508424182,27.75024777006938,0,0,Medium
BATCH_01897,Bangalore,Line_C,952,986,903,83,49,0.41,10,Medium,C,Engine,West,1,1.0357142857142858,0.08417849898580122,0.9158215010141988,49.69574036511156,1,0,Medium
BATCH_01898,Bangalore,Line_B,1187,923,883,40,31,0.39,10,High,B,Brake,South,1,0.7775905644481887,0.04333694474539545,0.9566630552546046,33.58613217768147,0,1,Medium
BATCH_01899,Nashik,Line_C,866,712,696,16,31,0.45,10,Low,B,Electronics,East,1,0.8221709006928406,0.02247191011235955,0.9775280898876404,43.539325842696634,0,0,Medium
BATCH_01900,Chakan,Line_D,782,669,644,25,37,0.14,2,High,B,Brake,South,0,0.8554987212276215,0.03736920777279522,0.9626307922272048,55.30642750373692,0,1,Low
BATCH_01901,Bangalore,Line_C,751,645,625,20,42,0.23,4,Low,C,Brake,West,0,0.8588548601864181,0.031007751937984496,0.9689922480620154,65.11627906976744,1,0,Low
BATCH_01902,Nashik,Line_B,1164,865,854,11,38,0.6,9,High,A,Axle,South,1,0.743127147766323,0.012716763005780347,0.9872832369942196,43.93063583815029,0,1,Medium
BATCH_01903,Bangalore,Line_B,1092,1134,1077,57,43,0.68,5,Medium,A,Brake,North,1,1.0384615384615385,0.05026455026455026,0.9497354497354498,37.91887125220459,0,0,High
BATCH_01904,Chakan,Line_D,1158,1024,986,38,32,0.11,1,Medium,A,Electronics,East,0,0.8842832469775475,0.037109375,0.962890625,31.25,0,0,Low
BATCH_01905,Chakan,Line_D,1277,1302,1262,40,30,0.05,5,Medium,B,Engine,South,0,1.0195771339075959,0.030721966205837174,0.9692780337941628,23.04147465437788,0,0,Low
BATCH_01906,Bangalore,Line_B,1268,1237,1176,61,31,0.12,2,Medium,B,Electronics,South,0,0.9755520504731862,0.04931285367825384,0.9506871463217461,25.06063055780113,0,0,Low
BATCH_01907,Chakan,Line_C,824,662,639,23,36,0.25,11,Medium,A,Brake,East,0,0.8033980582524272,0.03474320241691843,0.9652567975830816,54.38066465256797,0,0,Low
BATCH_01908,Nashik,Line_D,1040,896,866,30,38,0.43,10,High,B,Axle,West,1,0.8615384615384616,0.033482142857142856,0.9665178571428571,42.410714285714285,0,1,Medium
BATCH_01909,Chakan,Line_B,776,693,663,30,29,0.19,11,High,C,Brake,East,1,0.8930412371134021,0.04329004329004329,0.9567099567099567,41.84704184704185,1,1,Low
BATCH_01910,Nashik,Line_D,738,750,721,29,31,0.07,5,Medium,A,Brake,North,0,1.016260162601626,0.03866666666666667,0.9613333333333334,41.333333333333336,0,0,Low
BATCH_01911,Chakan,Line_B,1123,1025,956,69,25,0.55,2,Medium,C,Electronics,West,1,0.9127337488869101,0.06731707317073171,0.9326829268292683,24.390243902439025,1,0,Medium
BATCH_01912,Bangalore,Line_B,1144,918,887,31,40,0.05,7,High,C,Brake,North,1,0.8024475524475524,0.03376906318082789,0.9662309368191722,43.57298474945534,1,1,Low
BATCH_01913,Bangalore,Line_A,1163,865,837,28,33,0.3,3,Medium,B,Electronics,West,0,0.7437661220980224,0.03236994219653179,0.9676300578034682,38.15028901734104,0,0,Low
BATCH_01914,Chakan,Line_A,1278,1037,992,45,35,0.54,4,High,B,Brake,South,1,0.8114241001564946,0.04339440694310511,0.9566055930568949,33.751205400192866,0,1,Medium
BATCH_01915,Nashik,Line_B,703,580,569,11,44,0.56,11,Medium,A,Axle,South,1,0.8250355618776671,0.01896551724137931,0.9810344827586207,75.86206896551725,0,0,Medium
BATCH_01916,Nashik,Line_B,1088,1023,982,41,38,0.56,7,Low,A,Brake,South,1,0.9402573529411765,0.04007820136852395,0.9599217986314761,37.14565004887586,0,0,Medium
BATCH_01917,Chakan,Line_A,792,819,777,42,51,0.34,4,High,A,Electronics,South,0,1.0340909090909092,0.05128205128205128,0.9487179487179487,62.27106227106228,0,1,Medium
BATCH_01918,Bangalore,Line_C,772,566,547,19,32,0.32,5,Low,A,Axle,South,0,0.7331606217616581,0.03356890459363958,0.9664310954063604,56.53710247349824,0,0,Low
BATCH_01919,Chakan,Line_C,742,742,707,35,32,0.51,2,Low,A,Electronics,West,0,1.0,0.04716981132075472,0.9528301886792453,43.1266846361186,0,0,Medium
BATCH_01920,Nashik,Line_A,948,718,675,43,43,0.16,3,Low,A,Engine,West,0,0.7573839662447257,0.05988857938718663,0.9401114206128134,59.88857938718663,0,0,Low
BATCH_01921,Bangalore,Line_C,709,707,660,47,29,0.35,2,High,C,Engine,South,1,0.997179125528914,0.06647807637906648,0.9335219236209336,41.01838755304102,1,1,Medium
BATCH_01922,Chakan,Line_A,1105,901,859,42,36,0.26,1,Medium,A,Brake,North,0,0.8153846153846154,0.04661487236403995,0.9533851276359601,39.95560488346282,0,0,Low
BATCH_01923,Chakan,Line_B,1019,808,779,29,30,0.2,11,High,A,Transmission,North,1,0.7929342492639843,0.03589108910891089,0.9641089108910891,37.12871287128713,0,1,Low
BATCH_01924,Chakan,Line_C,1047,1095,1069,26,49,0.28,11,Low,A,Axle,East,0,1.0458452722063036,0.023744292237442923,0.9762557077625571,44.74885844748859,0,0,Low
BATCH_01925,Bangalore,Line_B,912,710,694,16,43,0.39,2,Medium,C,Transmission,South,0,0.7785087719298246,0.022535211267605635,0.9774647887323944,60.563380281690144,1,0,Medium
BATCH_01926,Nashik,Line_D,1000,824,803,21,37,0.05,10,Low,A,Engine,South,0,0.824,0.025485436893203883,0.9745145631067961,44.90291262135923,0,0,Low
BATCH_01927,Chakan,Line_C,978,937,892,45,24,0.18,5,High,A,Engine,South,1,0.9580777096114519,0.048025613660619,0.951974386339381,25.613660618996796,0,1,Low
BATCH_01928,Chakan,Line_D,1224,921,888,33,29,0.6,2,Low,A,Engine,West,0,0.7524509803921569,0.035830618892508145,0.9641693811074918,31.487513572204126,0,0,Medium
BATCH_01929,Nashik,Line_C,948,750,735,15,34,0.33,6,Medium,A,Axle,West,0,0.7911392405063291,0.02,0.98,45.333333333333336,0,0,Low
BATCH_01930,Nashik,Line_D,892,904,888,16,40,0.21,4,High,B,Axle,West,1,1.0134529147982063,0.017699115044247787,0.9823008849557522,44.24778761061947,0,1,Low
BATCH_01931,Bangalore,Line_A,771,782,753,29,28,0.21,3,Medium,A,Brake,West,0,1.014267185473411,0.0370843989769821,0.9629156010230179,35.80562659846547,0,0,Low
BATCH_01932,Bangalore,Line_D,1257,1206,1165,41,32,0.49,1,High,A,Transmission,North,1,0.9594272076372315,0.03399668325041459,0.9660033167495854,26.533996683250415,0,1,Medium
BATCH_01933,Nashik,Line_B,843,731,696,35,21,0.29,11,Low,A,Electronics,East,0,0.867141162514828,0.047879616963064295,0.9521203830369357,28.72777017783858,0,0,Low
BATCH_01934,Bangalore,Line_C,988,740,707,33,37,0.13,6,Medium,C,Electronics,North,0,0.7489878542510121,0.0445945945945946,0.9554054054054054,50.0,1,0,Low
BATCH_01935,Nashik,Line_D,1071,1061,1031,30,34,0.47,7,High,B,Engine,South,1,0.9906629318394025,0.02827521206409048,0.9717247879359096,32.045240339302545,0,1,Medium
BATCH_01936,Bangalore,Line_D,759,730,698,32,48,0.51,11,Low,A,Transmission,East,1,0.9617918313570487,0.043835616438356165,0.9561643835616438,65.75342465753425,0,0,Medium
BATCH_01937,Bangalore,Line_A,1014,892,802,90,35,0.72,7,Medium,C,Electronics,East,1,0.8796844181459567,0.10089686098654709,0.899103139013453,39.237668161434975,1,0,High
BATCH_01938,Bangalore,Line_C,778,623,604,19,22,0.51,11,High,A,Electronics,East,1,0.800771208226221,0.030497592295345103,0.9695024077046549,35.313001605136435,0,1,Medium
BATCH_01939,Bangalore,Line_B,1298,1205,1163,42,26,0.54,6,High,B,Brake,East,1,0.9283513097072419,0.034854771784232366,0.9651452282157676,21.576763485477176,0,1,Medium
BATCH_01940,Nashik,Line_B,1280,1338,1241,97,40,0.65,4,Medium,C,Electronics,South,1,1.0453125,0.07249626307922272,0.9275037369207773,29.895366218236173,1,0,Medium
BATCH_01941,Bangalore,Line_C,703,602,581,21,36,0.08,7,Low,C,Transmission,North,0,0.8563300142247511,0.03488372093023256,0.9651162790697675,59.800664451827245,1,0,Low
BATCH_01942,Bangalore,Line_D,722,714,683,31,32,0.33,3,Medium,A,Engine,North,0,0.9889196675900277,0.04341736694677871,0.9565826330532213,44.81792717086835,0,0,Low
BATCH_01943,Chakan,Line_D,952,886,845,41,37,0.5,3,High,A,Transmission,West,1,0.930672268907563,0.046275395033860044,0.95372460496614,41.760722347629795,0,1,Medium
BATCH_01944,Chakan,Line_C,1143,927,892,35,36,0.51,4,Medium,A,Engine,East,0,0.8110236220472441,0.037756202804746494,0.9622437971952535,38.83495145631068,0,0,Medium
BATCH_01945,Chakan,Line_D,795,794,771,23,41,0.37,6,Medium,A,Brake,South,1,0.9987421383647799,0.028967254408060455,0.9710327455919395,51.63727959697733,0,0,Medium
BATCH_01946,Chakan,Line_C,970,848,819,29,24,0.21,8,Low,C,Electronics,West,0,0.8742268041237113,0.03419811320754717,0.9658018867924528,28.30188679245283,1,0,Low
BATCH_01947,Chakan,Line_C,988,975,950,25,36,0.59,3,Medium,A,Brake,East,0,0.9868421052631579,0.02564102564102564,0.9743589743589743,36.92307692307693,0,0,Medium
BATCH_01948,Chakan,Line_B,858,734,720,14,31,0.55,6,Low,B,Transmission,East,1,0.8554778554778555,0.01907356948228883,0.9809264305177112,42.23433242506812,0,0,Medium
BATCH_01949,Nashik,Line_A,711,522,510,12,36,0.05,6,Medium,A,Brake,South,0,0.7341772151898734,0.022988505747126436,0.9770114942528736,68.9655172413793,0,0,Low
BATCH_01950,Chakan,Line_D,1055,1004,972,32,43,0.63,8,Medium,C,Transmission,North,1,0.9516587677725118,0.03187250996015936,0.9681274900398407,42.82868525896414,1,0,Medium
BATCH_01951,Nashik,Line_C,1262,1278,1221,57,34,0.28,4,Low,C,Transmission,West,0,1.012678288431062,0.04460093896713615,0.9553990610328639,26.604068857589983,1,0,Low
BATCH_01952,Chakan,Line_D,1001,997,984,13,38,0.61,1,Medium,A,Brake,South,0,0.996003996003996,0.013039117352056168,0.9869608826479438,38.11434302908726,0,0,Medium
BATCH_01953,Chakan,Line_D,1158,988,953,35,26,0.22,4,Medium,C,Electronics,West,0,0.853195164075993,0.0354251012145749,0.9645748987854251,26.315789473684212,1,0,Low
BATCH_01954,Chakan,Line_C,1220,882,852,30,35,0.32,3,Low,A,Engine,East,1,0.7229508196721312,0.034013605442176874,0.9659863945578231,39.682539682539684,0,0,Low
BATCH_01955,Bangalore,Line_A,884,776,761,15,37,0.45,3,Low,C,Axle,South,0,0.8778280542986425,0.019329896907216496,0.9806701030927835,47.68041237113402,1,0,Medium
BATCH_01956,Chakan,Line_B,907,830,802,28,36,0.5,9,Low,B,Axle,East,1,0.9151047409040793,0.033734939759036145,0.9662650602409638,43.373493975903614,0,0,Medium
BATCH_01957,Nashik,Line_B,1043,988,948,40,37,0.1,10,Medium,B,Engine,East,0,0.947267497603068,0.04048582995951417,0.9595141700404858,37.449392712550605,0,0,Low
BATCH_01958,Chakan,Line_C,919,820,761,59,25,0.16,4,Medium,C,Engine,West,0,0.8922742110990207,0.07195121951219512,0.9280487804878049,30.48780487804878,1,0,Low
BATCH_01959,Nashik,Line_D,1253,1038,976,62,32,0.42,6,Low,C,Brake,South,1,0.8284118116520351,0.05973025048169557,0.9402697495183044,30.828516377649326,1,0,Medium
BATCH_01960,Nashik,Line_D,925,892,824,68,38,0.17,11,High,C,Engine,East,1,0.9643243243243244,0.07623318385650224,0.9237668161434978,42.600896860986545,1,1,Low
BATCH_01961,Bangalore,Line_B,779,669,638,31,39,0.15,11,Medium,A,Engine,East,0,0.858793324775353,0.04633781763826607,0.953662182361734,58.29596412556054,0,0,Low
BATCH_01962,Chakan,Line_B,1164,1198,1146,52,37,0.5,6,Medium,A,Transmission,East,1,1.029209621993127,0.04340567612687813,0.9565943238731218,30.884808013355595,0,0,Medium
BATCH_01963,Nashik,Line_B,1006,923,893,30,44,0.29,5,High,A,Axle,West,1,0.9174950298210736,0.032502708559046585,0.9674972914409534,47.67063921993499,0,1,Low
BATCH_01964,Bangalore,Line_C,1199,1011,958,53,38,0.33,6,Medium,C,Electronics,South,1,0.8432026688907422,0.05242334322453017,0.9475766567754699,37.58654797230465,1,0,Low
BATCH_01965,Chakan,Line_B,1081,806,745,61,45,0.25,7,Medium,C,Electronics,South,1,0.7456059204440333,0.07568238213399504,0.924317617866005,55.83126550868486,1,0,Low
BATCH_01966,Chakan,Line_B,1242,902,860,42,35,0.35,2,Medium,C,Axle,West,0,0.7262479871175523,0.04656319290465632,0.9534368070953437,38.80266075388027,1,0,Medium
BATCH_01967,Nashik,Line_A,1283,1025,971,54,36,0.53,2,High,B,Engine,West,1,0.798908807482463,0.05268292682926829,0.9473170731707317,35.1219512195122,0,1,Medium
BATCH_01968,Nashik,Line_A,1030,1064,1026,38,32,0.3,5,Medium,B,Transmission,East,0,1.033009708737864,0.03571428571428571,0.9642857142857143,30.075187969924812,0,0,Low
BATCH_01969,Chakan,Line_C,831,738,715,23,40,0.54,6,Medium,C,Engine,North,1,0.8880866425992779,0.03116531165311653,0.9688346883468835,54.200542005420054,1,0,Medium
BATCH_01970,Chakan,Line_A,1170,1148,1098,50,30,0.64,8,Low,A,Electronics,East,1,0.9811965811965812,0.04355400696864112,0.9564459930313589,26.132404181184672,0,0,Medium
BATCH_01971,Bangalore,Line_D,745,759,715,44,35,0.08,11,Medium,C,Axle,West,0,1.018791946308725,0.057971014492753624,0.9420289855072463,46.1133069828722,1,0,Low
BATCH_01972,Bangalore,Line_B,1103,1016,986,30,26,0.36,11,Medium,B,Engine,East,0,0.9211242067089755,0.02952755905511811,0.9704724409448819,25.590551181102363,0,0,Medium
BATCH_01973,Bangalore,Line_B,786,567,535,32,44,0.74,4,Medium,A,Electronics,West,1,0.7213740458015268,0.0564373897707231,0.9435626102292769,77.60141093474428,0,0,High
BATCH_01974,Nashik,Line_D,1025,1038,1006,32,33,0.32,3,Low,B,Brake,East,0,1.0126829268292683,0.030828516377649325,0.9691714836223507,31.791907514450866,0,0,Low
BATCH_01975,Chakan,Line_D,1126,859,815,44,31,0.45,6,Medium,C,Engine,South,1,0.7628774422735346,0.051222351571594875,0.9487776484284052,36.08847497089639,1,0,Medium
BATCH_01976,Bangalore,Line_A,1044,1017,973,44,23,0.34,1,High,C,Transmission,South,1,0.9741379310344828,0.043264503441494594,0.9567354965585054,22.615535889872174,1,1,Medium
BATCH_01977,Bangalore,Line_D,796,803,769,34,32,0.08,6,Medium,B,Electronics,East,1,1.0087939698492463,0.04234122042341221,0.9576587795765878,39.8505603985056,0,0,Low
BATCH_01978,Chakan,Line_C,1016,1054,1017,37,37,0.5,5,Medium,A,Electronics,East,0,1.0374015748031495,0.03510436432637571,0.9648956356736242,35.10436432637571,0,0,Medium
BATCH_01979,Chakan,Line_A,897,709,681,28,31,0.25,11,Medium,B,Transmission,South,0,0.79041248606466,0.039492242595204514,0.9605077574047954,43.72355430183357,0,0,Low
BATCH_01980,Nashik,Line_A,1136,1042,1006,36,38,0.3,4,Low,B,Axle,West,0,0.9172535211267606,0.0345489443378119,0.9654510556621881,36.468330134357004,0,0,Low
BATCH_01981,Nashik,Line_B,1004,854,825,29,36,0.24,10,Low,A,Engine,South,0,0.850597609561753,0.03395784543325527,0.9660421545667447,42.15456674473068,0,0,Low
BATCH_01982,Bangalore,Line_B,1280,1088,1042,46,27,0.45,11,Medium,B,Axle,South,1,0.85,0.042279411764705885,0.9577205882352942,24.816176470588232,0,0,Medium
BATCH_01983,Bangalore,Line_A,1286,1072,1019,53,33,0.51,10,Medium,C,Engine,East,1,0.833592534992224,0.049440298507462684,0.9505597014925373,30.783582089552237,1,0,Medium
BATCH_01984,Chakan,Line_C,1187,1187,1148,39,34,0.08,9,High,A,Engine,North,1,1.0,0.03285593934288121,0.9671440606571188,28.64363942712721,0,1,Low
BATCH_01985,Nashik,Line_B,884,729,704,25,36,0.3,9,High,B,Axle,East,1,0.8246606334841629,0.03429355281207133,0.9657064471879286,49.382716049382715,0,1,Low
BATCH_01986,Bangalore,Line_A,1099,1111,1075,36,36,0.37,2,High,A,Electronics,West,1,1.0109190172884441,0.032403240324032405,0.9675967596759676,32.4032403240324,0,1,Medium
BATCH_01987,Nashik,Line_B,934,843,830,13,37,0.6,10,High,B,Axle,North,1,0.9025695931477516,0.01542111506524318,0.9845788849347569,43.890865954922894,0,1,Medium
BATCH_01988,Nashik,Line_B,838,641,611,30,34,0.05,2,Medium,B,Engine,East,0,0.7649164677804295,0.046801872074883,0.953198127925117,53.042121684867396,0,0,Low
BATCH_01989,Nashik,Line_C,1077,1025,968,57,37,0.29,8,Medium,C,Brake,West,1,0.9517177344475395,0.055609756097560976,0.944390243902439,36.09756097560976,1,0,Low
BATCH_01990,Bangalore,Line_C,860,714,684,30,30,0.33,4,Medium,A,Electronics,North,0,0.8302325581395349,0.04201680672268908,0.957983193277311,42.016806722689076,0,0,Low
BATCH_01991,Bangalore,Line_A,1168,1052,1005,47,27,0.08,6,Low,B,Brake,West,0,0.9006849315068494,0.04467680608365019,0.9553231939163498,25.665399239543724,0,0,Low
BATCH_01992,Chakan,Line_C,990,925,910,15,46,0.37,9,Low,A,Transmission,South,0,0.9343434343434344,0.016216216216216217,0.9837837837837838,49.729729729729726,0,0,Medium
BATCH_01993,Nashik,Line_C,1150,961,879,82,34,0.73,7,Low,C,Axle,South,1,0.8356521739130435,0.08532778355879292,0.9146722164412071,35.379812695109266,1,0,High
BATCH_01994,Chakan,Line_B,1030,763,748,15,41,0.39,5,Medium,B,Transmission,South,0,0.7407766990291262,0.019659239842726082,0.9803407601572739,53.73525557011796,0,0,Medium
BATCH_01995,Chakan,Line_B,943,901,863,38,48,0.19,10,Medium,A,Transmission,South,1,0.9554612937433722,0.042175360710321866,0.9578246392896781,53.27413984461709,0,0,Low
BATCH_01996,Nashik,Line_B,1143,938,906,32,46,0.31,2,Medium,B,Engine,East,0,0.820647419072616,0.03411513859275053,0.9658848614072495,49.04051172707889,0,0,Low
BATCH_01997,Chakan,Line_A,1142,1099,1076,23,38,0.36,8,Medium,B,Transmission,West,0,0.9623467600700525,0.020928116469517744,0.9790718835304822,34.57688808007279,0,0,Medium
BATCH_01998,Bangalore,Line_A,1257,1201,1159,42,34,0.18,9,High,C,Transmission,South,1,0.9554494828957836,0.034970857618651124,0.9650291423813488,28.309741881765195,1,1,Low
BATCH_01999,Bangalore,Line_D,1113,833,762,71,37,0.68,4,Medium,A,Electronics,South,1,0.7484276729559748,0.08523409363745499,0.9147659063625451,44.41776710684274,0,0,High
BATCH_02000,Chakan,Line_A,1225,980,903,77,33,0.6,11,Medium,C,Electronics,West,1,0.8,0.07857142857142857,0.9214285714285714,33.673469387755105,1,0,Medium
BATCH_02001,Chakan,Line_C,879,854,833,21,35,0.09,1,High,A,Engine,East,0,0.9715585893060296,0.02459016393442623,0.9754098360655737,40.98360655737705,0,1,Low
BATCH_02002,Nashik,Line_C,1123,873,848,25,44,0.29,9,Medium,C,Axle,North,1,0.7773820124666073,0.0286368843069874,0.9713631156930126,50.40091638029782,1,0,Low
BATCH_02003,Bangalore,Line_A,978,860,839,21,38,0.15,11,Medium,A,Brake,West,0,0.8793456032719836,0.02441860465116279,0.9755813953488373,44.18604651162791,0,0,Low
BATCH_02004,Chakan,Line_A,738,556,533,23,33,0.17,8,Medium,C,Electronics,South,0,0.7533875338753387,0.04136690647482014,0.9586330935251799,59.352517985611506,1,0,Low
BATCH_02005,Nashik,Line_B,894,678,668,10,49,0.3,7,High,A,Transmission,South,1,0.7583892617449665,0.014749262536873156,0.9852507374631269,72.27138643067846,0,1,Low
BATCH_02006,Bangalore,Line_A,805,727,706,21,33,0.48,1,High,B,Electronics,South,1,0.9031055900621118,0.02888583218707015,0.9711141678129298,45.39202200825309,0,1,Medium
BATCH_02007,Bangalore,Line_D,1287,1043,977,66,37,0.18,5,Medium,C,Electronics,South,0,0.8104118104118104,0.06327900287631831,0.9367209971236817,35.47459252157239,1,0,Low
BATCH_02008,Bangalore,Line_B,879,778,738,40,46,0.23,4,Medium,B,Engine,South,0,0.8850967007963595,0.05141388174807198,0.9485861182519281,59.12596401028277,0,0,Low
BATCH_02009,Chakan,Line_A,1217,1006,942,64,36,0.18,7,Medium,A,Engine,West,1,0.8266228430566968,0.0636182902584493,0.9363817097415507,35.785288270377734,0,0,Low
BATCH_02010,Bangalore,Line_D,906,807,775,32,41,0.35,6,Low,C,Brake,North,1,0.890728476821192,0.03965303593556382,0.9603469640644362,50.80545229244114,1,0,Medium
BATCH_02011,Chakan,Line_A,896,834,794,40,38,0.39,6,Medium,B,Brake,South,0,0.9308035714285714,0.047961630695443645,0.9520383693045563,45.563549160671464,0,0,Medium
BATCH_02012,Chakan,Line_D,704,730,718,12,36,0.28,8,High,B,Axle,East,1,1.0369318181818181,0.01643835616438356,0.9835616438356164,49.31506849315068,0,1,Low
BATCH_02013,Bangalore,Line_D,1222,883,856,27,41,0.37,4,Medium,A,Electronics,West,0,0.7225859247135843,0.030577576443941108,0.9694224235560589,46.4326160815402,0,0,Medium
BATCH_02014,Chakan,Line_A,1209,950,931,19,38,0.56,10,Medium,A,Axle,West,1,0.7857733664185277,0.02,0.98,40.0,0,0,Medium
BATCH_02015,Chakan,Line_C,877,917,896,21,45,0.15,3,Medium,B,Engine,North,0,1.0456100342075256,0.022900763358778626,0.9770992366412213,49.07306434023991,0,0,Low
BATCH_02016,Bangalore,Line_B,1219,922,907,15,38,0.29,6,Low,A,Axle,East,1,0.756357670221493,0.016268980477223426,0.9837310195227765,41.21475054229935,0,0,Low
BATCH_02017,Nashik,Line_B,1151,1082,1039,43,37,0.38,1,Medium,A,Transmission,North,0,0.9400521285838401,0.03974121996303143,0.9602587800369686,34.19593345656192,0,0,Medium
BATCH_02018,Nashik,Line_B,738,610,572,38,19,0.28,5,Medium,A,Engine,North,0,0.8265582655826558,0.06229508196721312,0.9377049180327869,31.147540983606557,0,0,Low
BATCH_02019,Nashik,Line_C,921,819,783,36,38,0.29,10,High,A,Electronics,East,1,0.8892508143322475,0.04395604395604396,0.9560439560439561,46.398046398046404,0,1,Low
BATCH_02020,Nashik,Line_B,1042,965,927,38,26,0.58,11,Medium,C,Brake,West,1,0.9261036468330134,0.039378238341968914,0.960621761658031,26.94300518134715,1,0,Medium
BATCH_02021,Bangalore,Line_C,1294,1043,998,45,46,0.47,8,Low,B,Axle,West,1,0.8060278207109737,0.04314477468839885,0.9568552253116012,44.10354745925216,0,0,Medium
BATCH_02022,Chakan,Line_B,915,959,940,19,33,0.13,11,Low,B,Axle,North,0,1.048087431693989,0.01981230448383733,0.9801876955161627,34.41084462982273,0,0,Low
BATCH_02023,Nashik,Line_D,1083,871,841,30,31,0.53,8,High,B,Transmission,West,1,0.804247460757156,0.03444316877152698,0.965556831228473,35.59127439724455,0,1,Medium
BATCH_02024,Chakan,Line_B,1225,1216,1139,77,46,0.51,6,Medium,C,Axle,South,1,0.9926530612244898,0.06332236842105263,0.9366776315789473,37.828947368421055,1,0,Medium
BATCH_02025,Bangalore,Line_B,898,909,871,38,36,0.29,5,High,B,Axle,South,1,1.012249443207127,0.041804180418041806,0.9581958195819582,39.603960396039604,0,1,Low
BATCH_02026,Bangalore,Line_C,755,543,514,29,37,0.21,8,Low,C,Electronics,South,0,0.7192052980132451,0.053406998158379376,0.9465930018416207,68.13996316758747,1,0,Low
BATCH_02027,Bangalore,Line_C,1170,1085,1047,38,31,0.36,7,Medium,C,Engine,South,1,0.9273504273504274,0.035023041474654376,0.9649769585253456,28.571428571428573,1,0,Medium
BATCH_02028,Nashik,Line_B,915,765,740,25,42,0.4,1,Low,A,Engine,South,0,0.8360655737704918,0.032679738562091505,0.9673202614379085,54.90196078431372,0,0,Medium
BATCH_02029,Bangalore,Line_C,801,613,580,33,35,0.42,11,High,B,Electronics,North,1,0.7652933832709113,0.053833605220228384,0.9461663947797716,57.09624796084829,0,1,Medium
BATCH_02030,Nashik,Line_A,1056,1009,972,37,37,0.12,4,Medium,A,Engine,West,0,0.9554924242424242,0.036669970267591674,0.9633300297324083,36.66997026759168,0,0,Low
